Id,FileName,Title,Camera,Lens,ExposureTime,AperturValue,ExposureProgram,Iso,DateTaken,FocalLength,Orientation,Height,Width,UseInMontage,CountryId,CategoryId,PaletteId
450,River Reflection.jpg,,,,,,,0,,,0,2096,2985,True,,,
451,Robin.jpg,,Canon EOS 10D,,0.01 sec,f/8.0,Aperture priority,200,2007-09-01 13:17:16,560 mm,0,1008,1512,True,,,
452,Roe_Deer_1.jpg,,Canon EOS 10D,,0.01 sec,f/11.0,Aperture priority,100,2004-05-13 18:47:00,400 mm,2,1008,1008,True,,,
453,rtw_adventure.1138349220.monastery_building_1.jpg,,,,,,,0,,,1,825,550,True,,,
454,rtw_adventure.1138349220.monastery_building_3.jpg,,,,,,,0,,,1,826,550,True,,,
455,rtw_adventure.1142924940.14_jungle_tree.jpg,,,,,,,0,,,1,825,550,True,,,
456,rtw_adventure.1142945580.butterfly_1.jpg,,,,,,,0,,,1,807,550,True,,,
457,rtw_adventure.1142945580.macaque_4.jpg,,,,,,,0,,,1,581,550,True,,,
458,rtw_adventure.1144113360.04_mount_mayon_3.jpg,,,,,,,0,,,1,826,550,True,,,
460,SAPA_28 (1).jpg,,Canon EOS 10D,,1/125 sec,f/8.0,Aperture priority,400,2006-01-08 11:31:28,300 mm,2,1500,1500,True,,,
461,SAPA_30.jpg,,Canon EOS 10D,,0.02 sec,f/14.0,Aperture priority,400,2006-01-08 11:43:46,70 mm,0,1000,1500,True,,,
462,SAPA_39.jpg,,Canon EOS 10D,,0.04 sec,f/8.0,Aperture priority,400,2006-01-08 13:00:26,300 mm,2,1500,1500,True,,,
463,SEP1_01.jpg,,Canon EOS 10D,70.0-300.0 mm,1/40 sec,f/5.6,Aperture priority,200,2006-03-21 08:29:24,210 mm,0,2048,3072,True,,,
464,SEP2_17.jpg,,Canon EOS 10D,70.0-300.0 mm,1/30 sec,f/8.0,Aperture priority,400,2006-03-21 09:47:32,300 mm,1,3072,2048,True,,,
465,Siskin.jpg,,Canon EOS 40D,,1/500 sec,f/8.0,Aperture priority,400,2010-10-02 11:28:32,340 mm,0,1008,1512,True,,,
466,Small Tortoiseshell 2.jpg,,Canon EOS 10D,,1/200 sec,f/14.0,Aperture priority,400,2007-07-22 10:00:42,400 mm,0,1008,1512,True,,,
467,Speckled Wood.jpg,,Canon EOS 10D,,1/200 sec,f/5.6,Aperture priority,200,2007-07-22 11:33:14,400 mm,0,1008,1512,True,,,
468,Spider.jpg,,Canon EOS 40D,,1/1600 sec,f/6.4,Aperture priority,400,2007-09-15 14:41:45,400 mm,0,1008,1512,True,,,
469,Spiders_Webs.jpg,,Canon EOS 10D,,1/60 sec,f/32.0,Aperture priority,800,2004-08-07 06:55:20,100 mm,0,1008,1512,True,,,
